status,yolo_conf,box_x1,box_y1,box_x2,box_y2,box_w,box_h,n_measured,n_valid,measured_pixel,std_pixel,measured_mm,image,specimen_id,is_ng,true_mm,split,error_mm,predicted_ng
ok,0.47585436701774597,1122,1285,1325,2014,203,729,31,28,578.7502558516268,0.3470948549327276,20.02924399528133,20260916_155403.jpg,S06,False,20.012,val,0.017243995281329916,False
ok,0.4644334018230438,1121,1284,1324,2014,203,730,31,27,578.5838709598029,0.3206566067179617,20.023485788590666,20260916_155404.jpg,S06,False,20.012,val,0.01148578859066518,False
ok,0.45491740107536316,1121,1286,1325,2014,204,728,31,26,578.8077809049983,0.28080706499805436,20.031234807930087,20260916_155406.jpg,S06,False,20.012,val,0.01923480793008636,True
ok,0.4440274238586426,1121,1285,1324,2016,203,731,31,29,579.0,0.26795133291184536,20.037887078258116,20260916_155407.jpg,S06,False,20.012,val,0.025887078258115537,True
ok,0.3977251350879669,1090,1155,1295,1909,205,754,31,29,593.5152669443922,0.3609731180732586,20.540227803547417,20260916_155448.jpg,S07,False,20.014,val,0.5262278035474175,True
ok,0.40425336360931396,1092,1155,1296,1908,204,753,31,30,593.5150182060183,0.3707803913325816,20.54021919527203,20260916_155449.jpg,S07,False,20.014,val,0.5262191952720308,True
ok,0.4127618670463562,1092,1158,1296,1909,204,751,31,30,593.3115883706571,0.3698828424825701,20.53317894644765,20260916_155451.jpg,S07,False,20.014,val,0.5191789464476493,True
ok,0.3997603952884674,1091,1156,1296,1909,205,753,31,30,593.2360183551536,0.36701567089956216,20.530563638266024,20260916_155452.jpg,S07,False,20.014,val,0.5165636382660246,True
ok,0.39575764536857605,1090,1155,1296,1910,206,755,31,31,593.5866664055717,0.4055271647132656,20.54269877822887,20260916_155453.jpg,S07,False,20.014,val,0.5286987782288719,True
ok,0.40565037727355957,1091,1155,1296,1909,205,754,31,31,593.4172415897764,0.3387683776455258,20.536835366610287,20260916_155454.jpg,S07,False,20.014,val,0.5228353666102876,True
ok,0.37797555327415466,1091,1156,1296,1908,205,752,31,31,593.4219859153786,0.3846476014327277,20.536999557043238,20260916_155456.jpg,S07,False,20.014,val,0.5229995570432386,True
ok,0.3888353705406189,1090,1156,1296,1909,206,753,31,30,593.3459070774941,0.3477482918863636,20.534366639664007,20260916_155501.jpg,S07,False,20.014,val,0.5203666396640081,True
ok,0.39774855971336365,1090,1156,1295,1909,205,753,31,31,593.3598131440864,0.39118567382703345,20.534847897335993,20260916_155503.jpg,S07,False,20.014,val,0.5208478973359938,True
ok,0.3987579047679901,1091,1155,1296,1908,205,753,31,30,593.4534543521177,0.39003701813203306,20.53808860882546,20260916_155504.jpg,S07,False,20.014,val,0.5240886088254619,True
ok,0.4080498516559601,1090,1155,1296,1910,206,755,31,31,593.4650349538422,0.3418991338923076,20.53848938739136,20260916_155505.jpg,S07,False,20.014,val,0.524489387391359,True
ok,0.3852359652519226,1090,1154,1295,1908,205,754,31,30,593.3600537267704,0.3866341209941216,20.534856223361302,20260916_155507.jpg,S07,False,20.014,val,0.520856223361303,True
ok,0.3624727427959442,1090,1156,1295,1909,205,753,31,31,593.60526352187,0.4342192045376897,20.543342382574927,20260916_155508.jpg,S07,False,20.014,val,0.5293423825749279,True
ok,0.3653947710990906,1089,1155,1295,1909,206,754,31,31,593.4541986111014,0.4259774448741402,20.538114365954087,20260916_155509.jpg,S07,False,20.014,val,0.5241143659540874,True
ok,0.30386433005332947,1153,1290,1346,2015,193,725,31,22,589.1133785101188,0.6382142708392186,20.38788835039187,20260916_155732.jpg,N01,True,20.405,val,-0.017111649608132495,True
ok,0.30204376578330994,1152,1290,1346,2015,194,725,31,22,589.2094901393991,0.40744851200737475,20.391214557601586,20260916_155733.jpg,N01,True,20.405,val,-0.01378544239841517,True
ok,0.30420857667922974,1152,1291,1346,2015,194,724,31,22,589.0109889601028,0.5788915800106534,20.384344878472675,20260916_155734.jpg,N01,True,20.405,val,-0.020655121527326514,True
ok,0.3208298087120056,1153,1290,1346,2015,193,725,31,28,589.1667540701478,1.7257682920134017,20.389735558413633,20260916_155736.jpg,N01,True,20.405,val,-0.015264441586367639,True
ok,0.31854405999183655,1152,1292,1344,2015,192,723,31,28,588.7218404455493,1.3951071644146704,20.374338099053904,20260916_155737.jpg,N01,True,20.405,val,-0.030661900946096665,True
ok,0.3340912163257599,1152,1290,1344,2015,192,725,31,25,589.345410724168,0.5737442023919366,20.395918463178806,20260916_155738.jpg,N01,True,20.405,val,-0.009081536821195613,True
ok,0.31388580799102783,1152,1291,1344,2015,192,724,31,24,589.0010113986091,0.6665441696544412,20.38399957752185,20260916_155739.jpg,N01,True,20.405,val,-0.021000422478152814,True
